1	134	2024-04-13 19:52:19.139298	\N
2	138	2024-04-13 19:58:58.569659	\N
3	94	2024-04-13 20:14:31.401021	\N
4	136	2024-04-13 20:19:08.560045	\N
5	89	2024-04-13 20:19:09.654525	\N
6	117	2024-04-13 20:19:19.397627	\N
7	104	2024-04-13 20:19:20.980385	\N
8	106	2024-04-13 20:19:31.186456	\N
9	179	2024-04-13 20:19:32.658732	\N
10	97	2024-04-13 20:19:41.782836	\N
11	112	2024-04-13 20:19:42.965691	\N
12	81	2024-04-13 20:19:53.04033	\N
13	115	2024-04-13 20:20:03.928722	\N
14	129	2024-04-13 20:20:06.375124	\N
15	86	2024-04-13 20:20:15.596922	\N
16	101	2024-04-13 20:20:17.612107	\N
17	85	2024-04-13 20:20:27.514557	\N
18	111	2024-04-13 20:20:29.244282	\N
19	107	2024-04-13 20:20:39.107097	\N
20	109	2024-04-13 20:20:41.951287	\N
21	135	2024-04-13 21:17:59.097461	\N
22	102	2024-04-13 21:18:04.316215	\N
23	116	2024-04-13 21:18:26.327868	\N
24	142	2024-04-13 21:18:54.314643	\N
25	110	2024-04-13 21:18:59.814613	\N
26	141	2024-04-13 21:19:44.154806	\N
27	175	2024-04-13 21:20:11.732224	\N
28	96	2024-04-13 21:20:17.536005	\N
29	132	2024-04-13 21:20:43.321981	\N
30	202	2024-04-13 21:21:05.208848	\N
31	178	2024-04-13 21:21:31.836719	\N
32	90	2024-04-13 21:21:33.166657	\N
33	195	2024-04-13 21:21:56.425633	\N
34	98	2024-04-13 21:21:57.676442	\N
35	121	2024-04-13 21:22:30.487694	\N
36	131	2024-04-13 21:22:51.588122	\N
37	113	2024-04-13 21:22:59.639178	\N
38	118	2024-04-13 21:23:17.561163	\N
39	133	2024-04-13 21:23:26.36398	\N
40	119	2024-04-13 21:23:32.097348	\N
41	124	2024-04-13 21:23:56.775559	\N
42	91	2024-04-13 21:23:58.780707	\N
43	99	2024-04-13 21:24:27.476705	\N
44	122	2024-04-13 21:25:17.965908	\N
45	154	2024-04-13 21:25:44.354631	\N
46	88	2024-04-13 21:25:47.946401	\N
47	140	2024-04-13 21:26:56.344243	\N
48	194	2024-04-13 21:27:45.366792	\N
49	149	2024-04-13 21:28:11.404078	\N
50	120	2024-04-13 21:28:15.090062	\N
51	114	2024-04-13 21:28:44.013181	\N
52	128	2024-04-13 21:29:07.853701	\N
53	139	2024-04-13 21:29:14.641632	\N
54	150	2024-04-13 21:29:45.816691	\N
55	130	2024-04-13 21:30:44.799762	\N
56	125	2024-04-13 21:31:52.67236	\N
57	169	2024-04-13 21:32:20.204438	\N
58	165	2024-04-13 21:33:48.42946	\N
59	126	2024-04-13 21:33:51.574844	\N
60	127	2024-04-13 21:34:14.83546	\N
61	103	2024-04-13 21:35:52.205566	\N
62	95	2024-04-13 21:37:43.619472	\N
63	93	2024-04-13 21:37:54.909708	\N
64	153	2024-04-13 21:38:12.537571	\N
65	137	2024-04-13 21:38:21.254188	\N
66	100	2024-04-13 21:38:40.146674	\N
67	160	2024-04-13 21:39:59.866413	\N
68	108	2024-04-13 21:40:01.040272	\N
69	161	2024-04-13 21:40:56.342503	\N
70	123	2024-04-13 21:41:24.910244	\N
71	92	2024-04-13 21:42:10.780387	\N
72	144	2024-04-13 21:43:13.034641	\N
73	105	2024-04-13 21:45:40.293587	\N
74	183	2024-04-13 21:47:41.45844	\N
75	172	2024-04-13 21:48:52.414351	\N
76	189	2024-04-13 21:49:26.596571	\N
77	145	2024-04-13 21:53:40.75589	\N
78	147	2024-04-13 21:59:14.891127	\N
79	157	2024-04-13 21:59:42.747391	\N
80	229	2024-04-13 22:00:24.830032	\N
81	155	2024-04-13 22:01:56.99112	\N
82	193	2024-04-13 22:11:06.679222	\N
83	191	2024-04-13 22:13:22.767993	\N
84	82	2024-04-13 22:15:40.908072	\N
85	84	2024-04-13 22:22:48.524297	\N
86	171	2024-04-13 22:34:25.570929	\N
87	146	2024-04-13 22:44:58.609596	\N
88	143	2024-04-13 23:00:28.197596	\N
89	87	2024-04-13 23:01:29.638857	\N
90	78	2024-04-13 23:15:22.427801	\N
91	3	2024-04-13 23:21:39.078265	\N
92	167	2024-04-13 23:24:28.043883	\N
93	152	2024-04-13 23:29:06.590899	\N
94	83	2024-04-13 23:55:52.21182	\N
95	173	2024-04-14 00:20:09.289957	\N
96	59	2024-04-14 00:45:15.899741	\N
97	52	2024-04-14 00:45:25.153817	\N
98	162	2024-04-14 09:18:20.541349	\N
99	12	2024-04-14 09:19:24.020627	\N
100	34	2024-04-14 09:19:34.95546	\N
101	80	2024-04-14 09:20:28.297062	\N
102	14	2024-04-14 09:22:36.719839	\N
103	170	2024-04-14 09:22:39.693731	\N
104	25	2024-04-14 09:23:04.976596	\N
105	20	2024-04-14 09:24:36.465727	\N
106	18	2024-04-14 09:32:47.150512	\N
107	74	2024-04-14 09:33:28.424845	\N
108	29	2024-04-14 09:35:54.97375	\N
109	181	2024-04-14 09:39:29.249564	\N
110	242	2024-04-14 09:39:29.403761	\N
111	17	2024-04-14 09:48:35.328602	\N
112	70	2024-04-14 09:59:44.340962	\N
113	73	2024-04-14 10:13:40.419067	\N
114	48	2024-04-14 10:34:42.7009	\N
115	9	2024-04-14 10:35:05.252166	\N
116	67	2024-04-14 10:39:00.842662	\N
117	158	2024-04-14 10:39:58.568288	\N
118	56	2024-04-14 10:47:38.195105	\N
