1	7.5	2024-04-13 19:52:19.096905	\N
2	6.8	2024-04-13 19:58:58.539461	\N
3	5.3	2024-04-13 20:14:31.368881	\N
4	7.7	2024-04-13 20:19:08.51756	\N
5	4.6	2024-04-13 20:19:09.627	\N
6	7	2024-04-13 20:19:19.369599	\N
7	4.4	2024-04-13 20:19:20.950898	\N
8	5.1	2024-04-13 20:19:31.159448	\N
9	8.5	2024-04-13 20:19:32.620273	\N
10	6.3	2024-04-13 20:19:41.755315	\N
11	7.2	2024-04-13 20:19:42.937484	\N
12	6.5	2024-04-13 20:19:53.009597	\N
13	3.9	2024-04-13 20:19:54.425579	\N
14	5.6	2024-04-13 20:20:03.896703	\N
15	4.7	2024-04-13 20:20:15.566412	\N
16	3	2024-04-13 20:20:27.485182	\N
17	6.4	2024-04-13 20:20:29.213655	\N
18	4.9	2024-04-13 20:20:39.079288	\N
19	6.6	2024-04-13 20:20:41.924335	\N
20	5.8	2024-04-13 21:18:04.257943	\N
21	5.2	2024-04-13 21:18:26.296202	\N
22	5.4	2024-04-13 21:18:32.441913	\N
23	7.9	2024-04-13 21:18:54.270883	\N
24	4.8	2024-04-13 21:19:19.62576	\N
25	7.1	2024-04-13 21:19:24.94712	\N
26	9.4	2024-04-13 21:20:11.687411	\N
27	5.7	2024-04-13 21:20:17.507505	\N
28	8.4	2024-04-13 21:20:37.975248	\N
29	9.7	2024-04-13 21:21:05.16475	\N
30	8.2	2024-04-13 21:21:31.807852	\N
31	9.2	2024-04-13 21:21:56.381761	\N
32	6.9	2024-04-13 21:21:57.647405	\N
33	6	2024-04-13 21:22:24.556581	\N
34	8.8	2024-04-13 21:22:30.443848	\N
35	8.3	2024-04-13 21:22:59.608489	\N
36	9.1	2024-04-13 21:23:26.306149	\N
37	9	2024-04-13 21:23:56.720281	\N
38	9.3	2024-04-13 21:24:23.652627	\N
39	6.1	2024-04-13 21:24:27.438946	\N
40	7.8	2024-04-13 21:24:50.525401	\N
41	5.5	2024-04-13 21:25:21.198273	\N
42	4.5	2024-04-13 21:26:47.27782	\N
43	8.9	2024-04-13 21:27:45.278932	\N
44	6.2	2024-04-13 21:29:07.811997	\N
45	7.4	2024-04-13 21:29:14.569923	\N
46	5.9	2024-04-13 21:31:06.001092	\N
47	8.6	2024-04-13 21:31:52.629613	\N
48	8.7	2024-04-13 21:32:20.160045	\N
49	8	2024-04-13 21:34:14.807376	\N
50	7.3	2024-04-13 21:35:23.718408	\N
51	7.6	2024-04-13 21:43:41.286659	\N
52	6.7	2024-04-13 21:44:59.317586	\N
53	8.1	2024-04-13 21:50:37.547893	\N
54	4.1	2024-04-13 22:44:00.634127	\N
55	5	2024-04-13 23:20:14.793366	\N
56	3.7	2024-04-13 23:27:02.275222	\N
57	4.2	2024-04-14 00:13:50.876416	\N
58	2.8	2024-04-14 00:23:59.438564	\N
59	4.3	2024-04-14 00:24:30.772816	\N
60	2.5	2024-04-14 09:17:41.480576	\N
61	3.5	2024-04-14 09:23:01.0158	\N
62	3.8	2024-04-14 09:25:17.013329	\N
63	3.1	2024-04-14 09:28:29.817843	\N
64	4	2024-04-14 09:29:08.212526	\N
65	3.6	2024-04-14 09:51:48.066096	\N
66	2.6	2024-04-14 10:09:41.853044	\N
67	2.7	2024-04-14 10:35:45.820593	\N
68	3.2	2024-04-14 10:45:32.697769	\N
