1	Зак Пенн	\N	\N	\N	2024-04-13 19:52:19.524156	\N
2	Дэвид Хэйтер	\N	\N	\N	2024-04-13 19:52:19.545416	\N
3	Брайан Сингер	\N	\N	\N	2024-04-13 19:52:19.56476	\N
4	Майкл Догерти	\N	\N	\N	2024-04-13 19:52:19.585915	\N
5	Дэн Харрис	\N	\N	\N	2024-04-13 19:52:19.607006	\N
6	Лилли Вачовски	\N	\N	\N	2024-04-13 19:58:58.9003	\N
7	Лана Вачовски	\N	\N	\N	2024-04-13 19:58:58.921024	\N
8	Сьюзэн Эстель Джэнсен	\N	\N	\N	2024-04-13 20:14:31.856518	\N
9	Эд Дектер	\N	\N	\N	2024-04-13 20:14:31.880385	\N
10	Джон Дж. Штраусс	\N	\N	\N	2024-04-13 20:14:31.903534	\N
11	Терри Мински	\N	\N	\N	2024-04-13 20:14:31.92725	\N
12	Джефф Родкей	\N	\N	\N	2024-04-13 20:19:09.980144	\N
13	Луис Сачар	\N	\N	\N	2024-04-13 20:19:19.738236	\N
14	Этан Райфф	\N	\N	\N	2024-04-13 20:19:21.326524	\N
15	Сайрус Ворис	\N	\N	\N	2024-04-13 20:19:21.346424	\N
16	Дэвид Дорфман	\N	\N	\N	2024-04-13 20:19:31.484254	\N
17	Дж.Р.Р. Толкин	\N	\N	\N	2024-04-13 20:19:32.937164	\N
18	Фрэн Уолш	\N	\N	\N	2024-04-13 20:19:32.960672	\N
19	Филиппа Бойенс	\N	\N	\N	2024-04-13 20:19:32.981125	\N
20	Стивен Синклер	\N	\N	\N	2024-04-13 20:19:33.003332	\N
21	Питер Джексон	\N	\N	\N	2024-04-13 20:19:33.022848	\N
22	Даг Джанг	\N	\N	\N	2024-04-13 20:19:42.133239	\N
23	Гуриндер Чадха	\N	\N	\N	2024-04-13 20:19:43.357525	\N
24	Гюльджит Биндра	\N	\N	\N	2024-04-13 20:19:43.3803	\N
25	Пол Маеда Берджес	\N	\N	\N	2024-04-13 20:19:43.402045	\N
26	Ларри Коэн	\N	\N	\N	2024-04-13 20:19:53.360598	\N
27	Том Брэди	\N	\N	\N	2024-04-13 20:19:54.743762	\N
28	Роб Шнайдер	\N	\N	\N	2024-04-13 20:19:54.765817	\N
29	Роджер Таун	\N	\N	\N	2024-04-13 20:20:04.279548	\N
30	Курт Уиммер	\N	\N	\N	2024-04-13 20:20:04.303502	\N
31	Митч Глейзер	\N	\N	\N	2024-04-13 20:20:04.325513	\N
32	Факс Бар	\N	\N	\N	2024-04-13 20:20:15.929957	\N
33	Адам Смолл	\N	\N	\N	2024-04-13 20:20:15.951094	\N
34	Джейми Кеннеди	\N	\N	\N	2024-04-13 20:20:15.972837	\N
35	Ник Свардсон	\N	\N	\N	2024-04-13 20:20:15.992966	\N
36	Марк Лоуренс	\N	\N	\N	2024-04-13 20:20:17.97462	\N
37	Дэнни Байерс	\N	\N	\N	2024-04-13 20:20:27.790002	\N
38	Питер Фаррелли	\N	\N	\N	2024-04-13 20:20:27.809743	\N
39	Беннетт Йеллин	\N	\N	\N	2024-04-13 20:20:27.829895	\N
40	Бобби Фаррелли	\N	\N	\N	2024-04-13 20:20:27.850443	\N
41	Роберт Бренер	\N	\N	\N	2024-04-13 20:20:27.869777	\N
42	Трой Миллер	\N	\N	\N	2024-04-13 20:20:27.892719	\N
43	Трой Кеннеди-Мартин	\N	\N	\N	2024-04-13 20:20:29.618675	\N
44	Донна Пауэрс	\N	\N	\N	2024-04-13 20:20:29.639275	\N
45	Уэйн Пауэрс	\N	\N	\N	2024-04-13 20:20:29.662322	\N
46	Джеймс Кэмерон	\N	\N	\N	2024-04-13 20:20:42.30524	\N
47	Джон Бренкето	\N	\N	\N	2024-04-13 20:20:42.329207	\N
48	Гейл Энн Хёрд	\N	\N	\N	2024-04-13 20:20:42.351732	\N
49	Майкл Феррис	\N	\N	\N	2024-04-13 20:20:42.372587	\N
50	Теди Сарафьян	\N	\N	\N	2024-04-13 20:20:42.392839	\N
