1	1
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
2	13
2	14
2	15
2	16
2	17
2	18
2	19
2	20
2	21
2	22
2	23
2	24
3	25
3	26
3	27
3	28
3	29
3	30
3	31
3	32
3	33
3	34
3	35
3	36
4	37
4	38
4	39
4	40
4	41
4	42
4	43
4	44
4	45
4	46
4	47
4	48
5	49
5	50
5	51
5	52
5	53
5	54
5	55
5	56
5	57
5	58
5	59
5	60
6	61
6	62
6	63
6	64
6	65
6	66
6	67
6	68
6	69
6	70
6	71
6	72
7	73
7	74
7	75
7	76
7	77
7	78
7	79
7	80
7	81
7	82
7	83
7	84
8	85
8	86
8	87
8	88
8	89
8	90
8	91
8	92
8	93
8	94
8	95
8	96
9	97
9	98
9	99
9	100
9	101
9	102
9	103
9	104
9	105
9	106
9	107
9	108
10	109
10	110
10	111
10	112
10	113
10	114
10	115
10	116
10	117
10	118
10	119
10	120
11	121
11	122
11	123
11	124
11	125
11	126
11	127
11	128
11	129
11	130
11	131
11	132
12	133
12	134
12	135
12	136
12	137
12	138
12	139
12	140
12	141
12	142
12	143
12	144
13	145
13	146
13	147
13	148
13	149
13	150
13	151
13	152
13	153
13	154
13	155
13	156
14	157
14	158
14	159
14	160
14	161
14	162
14	163
14	164
14	165
14	166
14	167
14	168
15	169
15	170
15	171
15	172
15	173
15	174
15	175
15	176
15	177
15	178
15	179
15	180
16	181
16	182
16	183
16	184
16	185
16	186
16	187
16	188
16	189
16	190
16	191
16	192
17	193
17	194
17	195
17	196
17	197
17	198
17	199
17	200
17	201
17	202
17	203
17	204
18	205
18	206
18	207
18	208
18	209
18	210
18	211
18	212
18	213
18	214
18	215
18	216
19	217
19	218
19	219
19	220
19	221
19	222
19	223
19	224
19	225
19	226
19	227
19	228
20	229
20	230
20	231
20	232
20	233
20	234
20	235
20	236
20	237
20	238
20	239
20	240
21	241
21	242
21	243
21	244
21	245
21	246
21	247
21	248
21	249
21	250
21	251
21	252
