1	7.5	2024-04-13 19:52:19.096905	\N
2	6.8	2024-04-13 19:58:58.539461	\N
3	5.3	2024-04-13 20:14:31.368881	\N
4	7.7	2024-04-13 20:19:08.51756	\N
5	4.6	2024-04-13 20:19:09.627	\N
6	7	2024-04-13 20:19:19.369599	\N
7	4.4	2024-04-13 20:19:20.950898	\N
8	5.1	2024-04-13 20:19:31.159448	\N
9	8.5	2024-04-13 20:19:32.620273	\N
10	6.3	2024-04-13 20:19:41.755315	\N
11	7.2	2024-04-13 20:19:42.937484	\N
12	6.5	2024-04-13 20:19:53.009597	\N
13	3.9	2024-04-13 20:19:54.425579	\N
14	5.6	2024-04-13 20:20:03.896703	\N
15	4.7	2024-04-13 20:20:15.566412	\N
16	3	2024-04-13 20:20:27.485182	\N
17	6.4	2024-04-13 20:20:29.213655	\N
18	4.9	2024-04-13 20:20:39.079288	\N
19	6.6	2024-04-13 20:20:41.924335	\N
