1	7.6	2024-04-13 19:52:19.037023	\N
2	7.7	2024-04-13 19:58:58.491371	\N
3	6.3	2024-04-13 20:14:31.309065	\N
4	8.5	2024-04-13 20:19:08.457031	\N
5	6.8	2024-04-13 20:19:09.569426	\N
6	7.2	2024-04-13 20:19:19.310774	\N
7	6.7	2024-04-13 20:19:20.893278	\N
8	7.1	2024-04-13 20:19:31.098508	\N
9	8.6	2024-04-13 20:19:32.573481	\N
10	7	2024-04-13 20:19:41.694628	\N
11	6.9	2024-04-13 20:19:54.379606	\N
12	7.3	2024-04-13 20:20:03.853388	\N
13	5.7	2024-04-13 20:20:15.517613	\N
14	4.3	2024-04-13 20:20:27.423824	\N
15	7.9	2024-04-13 20:20:39.025805	\N
